;Key_lvl1;Key_lvl2;Key_lvl3;Key_lvl4;Key_lvl5;Key_lvl6;Base Price 1 Target Value;Color;Size;Gender;Year of Commodity;Launch Date;Tag Price;Sales Season;Age Group;Cluster;Centroid
128;3252636030000;325263603_2;Men - Socks - Stockings - $15;Men - Socks - Stockings;Male - socks;male;15.0;No Color;No Size;Male;2014;12/09/2014;15.0;Autumn;29-38;2;('338020000_2',)
129;3252637010000;325263701_2;Men - Socks - Stockings - $15;Men - Socks - Stockings;Male - socks;male;15.0;No Color;No Size;Male;2014;12/09/2014;15.0;Autumn;29-38;2;('338020000_2',)
130;3252648009000;325264800_2;Women - Socks - Stockings - 3.5 RMB;Female - Socks - Stockings;Female - socks;Female;4.0;Other;No Size;Female;2014;15/10/2014;3.5;Autumn;29-38;1;('335030700_2',)
131;3252687009000;325268700_2;Women - Socks - Stockings - 3.5 RMB;Female - Socks - Stockings;Female - socks;Female;4.0;Other;No Size;Female;2014;15/10/2014;3.5;Autumn;29-38;4;('331032200_2',)
132;3268105005613;326810500_2;Women - Pantyhose - Core Wrap - 29 yuan;Female - Pantyhose - Core Wrap;Female - pantyhose;Female;29.0;Black;12D;Female;2012;01/01/1900;29.0;Autumn;29-38;2;('338020000_2',)
133;3268200008000;326820000_2;Women - Pantyhose - Velvet - 19 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;19.0;Natural;No Size;Female;2014;07/08/2014;19.0;Autumn;29-38;2;('338020000_2',)
134;3252746010000;325274601_2;Women - Socks - Stockings - 19 yuan;Female - Socks - Stockings;Female - socks;Female;19.0;No Color;No Size;Female;2014;22/09/2014;19.0;Autumn;29-38;4;('331032200_2',)
135;3252787000000;325278700_2;Men - Socks - Stockings - 3.5RMB;Men - Socks - Stockings;Male - socks;male;4.0;No Color;No Size;Male;2014;15/10/2014;3.5;Autumn;29-38;1;('335030700_2',)
136;3252789000000;325278900_2;Women - Socks - Stockings - $3.5;Female - Socks - Stockings;Female - socks;Female;4.0;No Color;No Size;Female;2014;14/10/2014;3.5;Autumn;29-38;2;('338020000_2',)
137;3252847000000;325284700_2;Boy - Socks - Stockings - $5;Boys - Socks - Stockings;Boys - Socks;Boy;5.0;No Color;No Size;Kid;2014;25/09/2014;5.0;Autumn;7-9;6;('331023400_2',)
138;3252927000000;325292700_2;Women - Socks - Stockings - $3.5;Female - Socks - Stockings;Female - socks;Female;4.0;No Color;No Size;Female;2014;01/01/1900;3.5;Autumn;29-38;4;('331032200_2',)
139;3252928000000;325292800_2;Women - Socks - Stockings - $3.5;Female - Socks - Stockings;Female - socks;Female;4.0;No Color;No Size;Female;2014;01/01/1900;3.5;Autumn;29-38;4;('331032200_2',)
140;3268280009000;326828000_2;Women - Pantyhose - Velvet - $39;Female - Pantyhose - Velvet;Female - pantyhose;Female;39.0;Other;No Size;Female;2014;19/08/2014;39.0;Autumn;29-38;9;('326810107_2',)
141;3268301019000;326830101_2;Women - Pantyhose - Velvet - $39;Female - Pantyhose - Velvet;Female - pantyhose;Female;39.0;Other;No Size;Female;2014;20/09/2014;39.0;Autumn;29-38;7;('337880302_2',)
142;3268416005605;326841600_2;Women - Pantyhose - Velvet - 29 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;29.0;Black;50D;Female;2013;01/01/1900;29.0;Autumn;29-38;6;('331023400_2',)
143;3268501053602;326850105_2;Women - Pantyhose - Velvet - 29 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;29.0;Blue;Sheer;Female;2015;28/08/2014;29.0;Autumn;18-28;3;('347000500_2',)
144;3268508015602;326850801_2;Women - Pantyhose - Velvet - 29 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;29.0;Black;Sheer;Female;2013;01/01/1900;29.0;Autumn;29-38;8;('328031000_2',)
145;3268515005602;326851500_2;Women - Pantyhose - Velvet - 12 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;12.0;Black;Sheer;Female;2013;01/01/1900;12.0;Autumn;29-38;1;('335030700_2',)
146;3268535015602;326853501_2;Women - Pantyhose - Velvet - 25 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;25.0;Black;Sheer;Female;2013;01/01/1900;25.0;Autumn;29-38;7;('337880302_2',)
147;3280281000005;328028100_2;Men - Socks - Boat socks - 10 yuan;Men - Socks - Boat Socks;Male - socks;male;10.0;No Color;24cm-26cm;No Gender;2015;28/08/2015;10.0;Autumn;29-38;1;('335030700_2',)
148;3280309000106;328030900_2;Men - Socks - Boat socks - 10 yuan;Men - Socks - Boat Socks;Male - socks;male;10.0;Red;26cm-28cm;No Gender;2016;15/07/2016;10.0;Autumn;29-38;2;('338020000_2',)
149;3280310003606;328031000_2;Men - Socks - Boat socks - 10 yuan;Men - Socks - Boat Socks;Male - socks;male;10.0;Blue;26cm-28cm;No Gender;2016;15/07/2016;10.0;Autumn;29-38;8;('328031000_2',)
150;3280311000106;328031100_2;Men - Socks - Boat socks - 10 yuan;Men - Socks - Boat Socks;Male - socks;male;10.0;Red;26cm-28cm;No Gender;2016;15/07/2016;10.0;Autumn;29-38;6;('331023400_2',)
151;3280327000007;328032700_2;Men - Socks - Boat socks - 10 yuan;Men - Socks - Boat Socks;Male - socks;male;10.0;No Color;26cm-28cm;No Gender;2016;31/10/2016;10.0;Autumn;29-38;4;('331032200_2',)
152;3252982000000;325298200_2;Men - Socks - Stockings - 19 yuan;Men - Socks - Stockings;Male - socks;male;19.0;No Color;No Size;Male;2015;01/01/1900;19.0;Autumn;18-28;3;('347000500_2',)
153;3268675005606;326867500_2;Women - Pantyhose - Velvet - 19 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;19.0;Black;80D;Female;2014;21/08/2014;19.0;Autumn;29-38;2;('338020000_2',)
154;3268852009002;326885200_2;Women - Pantyhose - Velvet - $89;Female - Pantyhose - Velvet;Female - pantyhose;Female;89.0;Other;Sheer;Female;2014;11/09/2014;89.0;Autumn;29-38;4;('331032200_2',)
155;3253205000000;325320500_2;Men - Socks - Stockings - 19 yuan;Men - Socks - Stockings;Male - socks;male;19.0;No Color;No Size;Gender Neutral;2014;30/10/2014;19.0;Autumn;29-38;1;('335030700_2',)
156;3253218000000;325321800_2;Boy - Socks - Stockings - 9 yuan;Boys - Socks - Stockings;Boys - Socks;Boy;9.0;No Color;No Size;Gender Neutral;2014;30/10/2014;9.0;Autumn;7-9;6;('331023400_2',)
157;3269019009000;326901900_2;Female - One-piece pants inside - Thin 19 yuan;Female - One Internal Pants - Thin;Female - One-piece pants;Female;19.0;Other;No Size;Female;2014;20/09/2014;19.0;Autumn;18-28;8;('328031000_2',)
158;3269055005605;326905500_2;Women - Pantyhose - Velvet - 29 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;29.0;Black;50D;Female;2012;01/01/1900;29.0;Autumn;29-38;5;('345024600_2',)
159;3269111005602;326911100_2;Women - Pantyhose - Velvet - $39;Female - Pantyhose - Velvet;Female - pantyhose;Female;39.0;Black;Sheer;Female;2013;01/01/1900;39.0;Autumn;29-38;1;('335030700_2',)
160;3269402005613;326940200_2;Women - Pantyhose - Velvet - 25 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;25.0;Black;12D;Female;2014;21/08/2014;25.0;Autumn;29-38;2;('338020000_2',)
161;3269420005607;326942000_2;Women - Pantyhose - Velvet - 25 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;25.0;Black;120D;Female;2014;21/08/2014;25.0;Autumn;29-38;5;('345024600_2',)
162;3269421003105;326942100_2;Women - Pantyhose - Velvet - 19 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;19.0;Cyan;50D;Female;2014;21/08/2014;19.0;Autumn;29-38;1;('335030700_2',)
163;3269422000205;326942200_2;Women - Pantyhose - Velvet - 25 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;25.0;Hot Pink;50D;Female;2014;21/08/2014;25.0;Autumn;29-38;9;('326810107_2',)
164;3251100000000;325110000_2;Women - Socks - Stockings - $15;Female - Socks - Stockings;Female - socks;Female;15.0;No Color;No Size;Gender Neutral;2012;01/01/1900;15.0;Autumn;29-38;4;('331032200_2',)
165;3251100189000;325110018_2;Boy - Socks - Stockings - 12 yuan;Boys - Socks - Stockings;Boys - Socks;Boy;12.0;Other;No Size;Kid;2014;03/09/2014;12.0;Autumn;7-9;4;('331032200_2',)
166;3269923009000;326992300_2;Women - Pantyhose - Velvet - $39;Female - Pantyhose - Velvet;Female - pantyhose;Female;39.0;Other;No Size;Female;2014;05/09/2014;39.0;Autumn;29-38;7;('337880302_2',)
167;3269924009000;326992400_2;Women - Pantyhose - Velvet - $39;Female - Pantyhose - Velvet;Female - pantyhose;Female;39.0;Other;No Size;Female;2014;05/09/2014;39.0;Autumn;29-38;7;('337880302_2',)
168;3269925009000;326992500_2;Women - Pantyhose - Velvet - $39;Female - Pantyhose - Velvet;Female - pantyhose;Female;39.0;Other;No Size;Female;2014;05/09/2014;39.0;Autumn;29-38;8;('328031000_2',)
169;3269926019000;326992601_2;Women - Pantyhose - Velvet - $39;Female - Pantyhose - Velvet;Female - pantyhose;Female;39.0;Other;No Size;Female;2014;05/09/2014;39.0;Autumn;29-38;5;('345024600_2',)
170;3270027000102;327002700_2;Female - One In One Pants - Thin - $35;Female - One Internal Pants - Thin;Female - One-piece pants;Female;35.0;Red;Sheer;Female;2012;01/01/1900;35.0;Autumn;29-38;4;('331032200_2',)
171;32A0041000000;32A004100_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;4;('331032200_2',)
172;32A0042000000;32A004200_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;6;('331023400_2',)
173;32A0044000000;32A004400_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;4;('331032200_2',)
174;32A0049000000;32A004900_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;1;('335030700_2',)
175;32A0050000000;32A005000_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;6;('331023400_2',)
176;32A0051000000;32A005100_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;4;('331032200_2',)
177;32A0058000000;32A005800_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;4;('331032200_2',)
178;32A0059000000;32A005900_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;6;('331023400_2',)
179;32A0061000000;32A006100_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;4;('331032200_2',)
180;32A7853223608;32A785322_2;Men - Socks - Stealth Socks - $7;Men - Socks - Invisible Socks;Male - socks;male;7.0;Blue;25cm-27cm;No Gender;2017;15/08/2017;7.0;Autumn;18-28;8;('328031000_2',)
181;32A7853234408;32A785323_2;Men - Socks - Stealth Socks - 9 yuan;Men - Socks - Invisible Socks;Male - socks;male;9.0;Navy;25cm-27cm;No Gender;2017;25/09/2017;9.0;Autumn;18-28;8;('328031000_2',)
182;32A7853241508;32A785324_2;Men - Socks - Stealth Socks - 9 yuan;Men - Socks - Invisible Socks;Male - socks;male;9.0;Yellow;25cm-27cm;No Gender;2017;25/09/2017;9.0;Autumn;18-28;8;('328031000_2',)
183;32B9973133705;32B997313_2;Boy - Socks - Stockings - 7 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;7.0;Light Blue;16cm-18cm;No Gender;2017;15/08/2017;7.0;Autumn;4-6;10;('345022900_2',)
184;32B9973143701;32B997314_2;Boy - Socks - Stockings - 7 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;7.0;Light Blue;18cm-20cm;No Gender;2017;15/08/2017;7.0;Autumn;7-9;10;('345022900_2',)
185;32B9973165605;32B997316_2;Boy - Socks - Stockings - 7 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;7.0;Black;16cm-18cm;No Gender;2017;15/08/2017;7.0;Autumn;4-6;10;('345022900_2',)
186;32B9973175601;32B997317_2;Boy - Socks - Stockings - 7 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;7.0;Black;18cm-20cm;No Gender;2017;15/08/2017;7.0;Autumn;7-9;10;('345022900_2',)
187;3350489000003;335048900_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;No Color;22cm-24cm;No Gender;2015;18/12/2015;10.0;Autumn;29-38;4;('331032200_2',)
188;3350514000103;335051400_2;Women - Socks - Tube Socks - 15 RMB;Female - Socks - Stockings;Female - socks;Female;15.0;Red;22cm-24cm;No Gender;2015;30/12/2015;15.0;Autumn;29-38;4;('331032200_2',)
189;3350516000103;335051600_2;Women - Socks - Tube Socks - 15 RMB;Female - Socks - Stockings;Female - socks;Female;15.0;Red;22cm-24cm;No Gender;2015;30/12/2015;15.0;Autumn;29-38;4;('331032200_2',)
190;3350517000103;335051700_2;Women - Socks - Tube Socks - 15 RMB;Female - Socks - Stockings;Female - socks;Female;15.0;Red;22cm-24cm;No Gender;2015;30/12/2015;15.0;Autumn;29-38;4;('331032200_2',)
191;3350544000203;335054400_2;Women - Socks - Tube Socks - 15 RMB;Female - Socks - Stockings;Female - socks;Female;15.0;Hot Pink;22cm-24cm;No Gender;2016;16/09/2016;15.0;Autumn;29-38;5;('345024600_2',)
192;3350545001403;335054500_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Date Red;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;3;('347000500_2',)
193;3350547001403;335054700_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Date Red;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;5;('345024600_2',)
194;3350548001403;335054800_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Date Red;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;5;('345024600_2',)
195;3350549001203;335054900_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Light Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;5;('345024600_2',)
196;3350550000203;335055000_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;10;('345022900_2',)
197;3350551000703;335055100_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Watermelon Red;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;5;('345024600_2',)
198;3350552000103;335055200_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Red;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;5;('345024600_2',)
199;3350553000203;335055300_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;10;('345022900_2',)
200;3350554000203;335055400_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;5;('345024600_2',)
201;3350556009003;335055600_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Other;22cm-24cm;No Gender;2016;20/05/2016;10.0;Autumn;29-38;10;('345022900_2',)
202;3350557009003;335055700_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Other;22cm-24cm;No Gender;2016;20/05/2016;10.0;Autumn;29-38;8;('328031000_2',)
203;3350558009003;335055800_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Other;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;10;('345022900_2',)
204;3350559000703;335055900_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Watermelon Red;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;2;('338020000_2',)
205;3350561001403;335056100_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Date Red;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;10;('345022900_2',)
206;3350562000203;335056200_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;8;('328031000_2',)
207;3350564000203;335056400_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;10;('345022900_2',)
208;3350565000703;335056500_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Watermelon Red;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;5;('345024600_2',)
209;3350566000203;335056600_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;5;('345024600_2',)
210;3350568000003;335056800_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;No Color;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;5;('345024600_2',)
211;3350569002703;335056900_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Light Green;22cm-24cm;No Gender;2016;20/05/2016;10.0;Autumn;18-28;10;('345022900_2',)
212;3350571005603;335057100_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Black;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;5;('345024600_2',)
213;3350572000203;335057200_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;5;('345024600_2',)
214;3350573000203;335057300_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;5;('345024600_2',)
215;3350574006003;335057400_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;White;22cm-24cm;No Gender;2016;20/05/2016;10.0;Autumn;18-28;10;('345022900_2',)
216;3350576000203;335057600_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;5;('345024600_2',)
217;3350577003603;335057700_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Blue;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;5;('345024600_2',)
218;3350578000203;335057800_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;5;('345024600_2',)
219;3350582003603;335058200_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Blue;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;5;('345024600_2',)
220;3350583000203;335058300_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;25/08/2016;10.0;Autumn;29-38;5;('345024600_2',)
221;3350584000203;335058400_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;25/08/2016;10.0;Autumn;29-38;5;('345024600_2',)
222;3350585001203;335058500_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Light Pink;22cm-24cm;No Gender;2016;25/08/2016;10.0;Autumn;29-38;5;('345024600_2',)
223;3350586000203;335058600_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;25/08/2016;10.0;Autumn;29-38;5;('345024600_2',)
224;3350587001403;335058700_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Date Red;22cm-24cm;No Gender;2016;25/08/2016;10.0;Autumn;29-38;10;('345022900_2',)
225;3350588001403;335058800_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Date Red;22cm-24cm;No Gender;2016;25/08/2016;10.0;Autumn;29-38;8;('328031000_2',)
226;3350589001203;335058900_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Light Pink;22cm-24cm;No Gender;2016;25/08/2016;10.0;Autumn;29-38;5;('345024600_2',)
227;3350608001203;335060800_2;Women - Socks - Tube Socks - 15 RMB;Female - Socks - Stockings;Female - socks;Female;15.0;Light Pink;22cm-24cm;No Gender;2016;16/09/2016;15.0;Autumn;29-38;8;('328031000_2',)
228;32B9973203601;32B997320_2;Boys - Socks - Stockings - 9 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;9.0;Blue;18cm-20cm;No Gender;2017;15/08/2017;9.0;Autumn;7-9;10;('345022900_2',)
229;32B9973213602;32B997321_2;Boys - Socks - Stockings - 9 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;9.0;Blue;20cm-22cm;No Gender;2017;15/08/2017;9.0;Autumn;10-15;7;('337880302_2',)
230;32B9973232601;32B997323_2;Boy - Socks - Stockings - 7 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;7.0;Green;18cm-20cm;No Gender;2017;15/08/2017;7.0;Autumn;7-9;10;('345022900_2',)
231;32B9973251400;32B997325_2;Boys - Socks - Stockings - 9 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;9.0;Date Red;No Size;No Gender;2017;01/10/2017;9.0;Autumn;4-6;10;('345022900_2',)
232;32B9973261400;32B997326_2;Boys - Socks - Stockings - 9 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;9.0;Date Red;No Size;No Gender;2017;01/10/2017;9.0;Autumn;7-9;5;('345024600_2',)
233;32B9973271400;32B997327_2;Boys - Socks - Stockings - 9 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;9.0;Date Red;No Size;No Gender;2017;01/10/2017;9.0;Autumn;10-15;5;('345024600_2',)
234;3300056009000;330005600_2;Men - Socks - Stockings - 19 yuan;Men - Socks - Stockings;Male - socks;male;19.0;Other;No Size;No Gender;2015;23/01/2015;19.0;Autumn;18-28;2;('338020000_2',)
235;3300058000000;330005800_2;Men - Socks - Stockings - 19 yuan;Men - Socks - Stockings;Male - socks;male;19.0;No Color;No Size;No Gender;2015;23/01/2015;19.0;Autumn;18-28;6;('331023400_2',)
236;3300061009000;330006100_2;Men - Socks - Stockings - 19 yuan;Men - Socks - Stockings;Male - socks;male;19.0;Other;No Size;No Gender;2015;06/03/2015;19.0;Autumn;18-28;8;('328031000_2',)
237;3300145009000;330014500_2;Men - Socks - Stockings - 19 yuan;Men - Socks - Stockings;Male - socks;male;19.0;Other;No Size;No Gender;2015;24/04/2015;19.0;Autumn;29-38;5;('345024600_2',)
238;3300171001400;330017100_2;Men - Socks - Stockings - $25;Men - Socks - Stockings;Male - socks;male;25.0;Date Red;No Size;No Gender;2015;28/08/2015;25.0;Autumn;29-38;6;('331023400_2',)
239;3300175001400;330017500_2;Men - Socks - Stockings - $25;Men - Socks - Stockings;Male - socks;male;25.0;Date Red;No Size;No Gender;2015;21/08/2015;25.0;Autumn;29-38;6;('331023400_2',)
240;3300176001400;330017600_2;Men - Socks - Stockings - 19 yuan;Men - Socks - Stockings;Male - socks;male;19.0;Date Red;No Size;No Gender;2015;28/08/2015;19.0;Autumn;29-38;4;('331032200_2',)
241;3300179003100;330017900_2;Men - Socks - Stockings - 19 yuan;Men - Socks - Stockings;Male - socks;male;19.0;Cyan;No Size;No Gender;2015;28/08/2015;19.0;Autumn;29-38;6;('331023400_2',)
242;3300182003100;330018200_2;Men - Socks - Stockings - $15;Men - Socks - Stockings;Male - socks;male;15.0;Cyan;No Size;No Gender;2015;28/08/2015;15.0;Autumn;18-28;4;('331032200_2',)
243;3300183003100;330018300_2;Men - Socks - Stockings - $15;Men - Socks - Stockings;Male - socks;male;15.0;Cyan;No Size;No Gender;2015;28/08/2015;15.0;Autumn;18-28;1;('335030700_2',)
244;3300184003100;330018400_2;Men - Socks - Stockings - $15;Men - Socks - Stockings;Male - socks;male;15.0;Cyan;No Size;No Gender;2015;28/08/2015;15.0;Autumn;18-28;4;('331032200_2',)
245;3300186000100;330018600_2;Men - Socks - Stockings - $15;Men - Socks - Stockings;Male - socks;male;15.0;Red;No Size;No Gender;2015;28/08/2015;15.0;Autumn;18-28;1;('335030700_2',)
246;3300189000006;330018900_2;Men - Socks - Stockings - $10;Men - Socks - Stockings;Male - socks;male;10.0;No Color;26cm-28cm;No Gender;2015;28/08/2015;10.0;Autumn;18-28;1;('335030700_2',)
247;3300207000006;330020700_2;Men - Socks - Stockings - $10;Men - Socks - Stockings;Male - socks;male;10.0;No Color;26cm-28cm;No Gender;2015;28/08/2015;10.0;Autumn;29-38;1;('335030700_2',)
248;3300208003606;330020800_2;Men - Socks - Stockings - $15;Men - Socks - Stockings;Male - socks;male;15.0;Blue;26cm-28cm;No Gender;2015;28/08/2015;15.0;Autumn;18-28;1;('335030700_2',)
249;3350618000203;335061800_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;10/09/2016;10.0;Autumn;29-38;3;('347000500_2',)
250;3350625009003;335062500_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Other;22cm-24cm;No Gender;2016;26/07/2016;10.0;Autumn;29-38;6;('331023400_2',)
251;3352755000000;335275500_2;Women - Socks - Tube Socks - 15 RMB;Female - Socks - Stockings;Female - socks;Female;15.0;No Color;No Size;No Gender;2014;15/11/2014;15.0;Autumn;29-38;4;('331032200_2',)
252;3353001000003;335300100_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;No Color;22cm-24cm;No Gender;2016;19/11/2016;10.0;Autumn;29-38;1;('335030700_2',)
253;3353004000003;335300400_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;No Color;22cm-24cm;No Gender;2016;19/11/2016;10.0;Autumn;29-38;1;('335030700_2',)
