;Key_lvl1;Key_lvl2;Key_lvl3;Key_lvl4;Key_lvl5;Key_lvl6;Base Price 1 Target Value;Color;Size;Gender;Year of Commodity;Launch Date;Tag Price;Sales Season;Age Group;Cluster;Centroid
241;32A0041000000;32A004100_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;10;331800103_2
242;32A0042000000;32A004200_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;12;331023300_2
243;32A0043000000;32A004300_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;11;331032200_2
244;32A0044000000;32A004400_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;6;335023300_2
245;32A0045000000;32A004500_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;15;335030900_2
246;32A0046000000;32A004600_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;11;331032200_2
247;32A0049000000;32A004900_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;4;337861803_2
248;32A0050000000;32A005000_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;12;331023300_2
249;32A0051000000;32A005100_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;11;331032200_2
250;32A0054000000;32A005400_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;8;336993004_2
251;32A0055000000;32A005500_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;15;335030900_2
252;32A0056000000;32A005600_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;12;331023300_2
253;32A0058000000;32A005800_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;15;335030900_2
254;32A0059000000;32A005900_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;12;331023300_2
255;32A0060000000;32A006000_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;15;335030900_2
256;32A0061000000;32A006100_2;Men - Socks - Invisible Socks - 10 RMB;Men - Socks - Invisible Socks;Male - socks;male;10.0;No Color;No Size;No Gender;2016;29/08/2016;10.0;Autumn;29-38;11;331032200_2
257;32A7853223608;32A785322_2;Men - Socks - Stealth Socks - $7;Men - Socks - Invisible Socks;Male - socks;male;7.0;Blue;25cm-27cm;No Gender;2017;15/08/2017;7.0;Autumn;18-28;13;332025400_2
258;32A7853234408;32A785323_2;Men - Socks - Stealth Socks - 9 yuan;Men - Socks - Invisible Socks;Male - socks;male;9.0;Navy;25cm-27cm;No Gender;2017;25/09/2017;9.0;Autumn;18-28;1;331050900_2
259;32A7853241508;32A785324_2;Men - Socks - Stealth Socks - 9 yuan;Men - Socks - Invisible Socks;Male - socks;male;9.0;Yellow;25cm-27cm;No Gender;2017;25/09/2017;9.0;Autumn;18-28;13;332025400_2
260;32A7853252608;32A785325_2;Men - Socks - Stealth Socks - 9 yuan;Men - Socks - Invisible Socks;Male - socks;male;9.0;Green;25cm-27cm;No Gender;2017;25/09/2017;9.0;Autumn;18-28;9;335055900_2
261;32B0099000005;32B009900_2;Boy - socks - stockings - 12 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;12.0;No Color;16cm-18cm;No Gender;2017;05/10/2017;12.0;Autumn;7-9;9;335055900_2
262;32B9973133705;32B997313_2;Boy - Socks - Stockings - 7 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;7.0;Light Blue;16cm-18cm;No Gender;2017;15/08/2017;7.0;Autumn;4-6;9;335055900_2
263;32B9973143701;32B997314_2;Boy - Socks - Stockings - 7 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;7.0;Light Blue;18cm-20cm;No Gender;2017;15/08/2017;7.0;Autumn;7-9;1;331050900_2
264;32B9973153702;32B997315_2;Boy - Socks - Stockings - 7 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;7.0;Light Blue;20cm-22cm;No Gender;2017;15/08/2017;7.0;Autumn;10-15;1;331050900_2
265;32B9973165605;32B997316_2;Boy - Socks - Stockings - 7 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;7.0;Black;16cm-18cm;No Gender;2017;15/08/2017;7.0;Autumn;4-6;9;335055900_2
266;32B9973175601;32B997317_2;Boy - Socks - Stockings - 7 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;7.0;Black;18cm-20cm;No Gender;2017;15/08/2017;7.0;Autumn;7-9;1;331050900_2
267;32B9973185602;32B997318_2;Boy - Socks - Stockings - 7 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;7.0;Black;20cm-22cm;No Gender;2017;15/08/2017;7.0;Autumn;10-15;1;331050900_2
268;32B9973193605;32B997319_2;Boys - Socks - Stockings - 9 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;9.0;Blue;16cm-18cm;No Gender;2017;15/08/2017;9.0;Autumn;4-6;1;331050900_2
269;3350488000003;335048800_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;No Color;22cm-24cm;No Gender;2015;18/12/2015;10.0;Autumn;29-38;11;331032200_2
270;3350489000003;335048900_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;No Color;22cm-24cm;No Gender;2015;18/12/2015;10.0;Autumn;29-38;11;331032200_2
271;3350514000103;335051400_2;Women - Socks - Tube Socks - 15 RMB;Female - Socks - Stockings;Female - socks;Female;15.0;Red;22cm-24cm;No Gender;2015;30/12/2015;15.0;Autumn;29-38;6;335023300_2
272;3350516000103;335051600_2;Women - Socks - Tube Socks - 15 RMB;Female - Socks - Stockings;Female - socks;Female;15.0;Red;22cm-24cm;No Gender;2015;30/12/2015;15.0;Autumn;29-38;11;331032200_2
273;3350517000103;335051700_2;Women - Socks - Tube Socks - 15 RMB;Female - Socks - Stockings;Female - socks;Female;15.0;Red;22cm-24cm;No Gender;2015;30/12/2015;15.0;Autumn;29-38;11;331032200_2
274;3350544000203;335054400_2;Women - Socks - Tube Socks - 15 RMB;Female - Socks - Stockings;Female - socks;Female;15.0;Hot Pink;22cm-24cm;No Gender;2016;16/09/2016;15.0;Autumn;29-38;7;331052100_2
275;3350545001403;335054500_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Date Red;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;7;331052100_2
276;3350546001203;335054600_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Light Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;3;335057700_2
277;3350547001403;335054700_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Date Red;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;3;335057700_2
278;3350548001403;335054800_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Date Red;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;3;335057700_2
279;3350549001203;335054900_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Light Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;3;335057700_2
280;3350550000203;335055000_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;1;331050900_2
281;3350551000703;335055100_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Watermelon Red;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;7;331052100_2
282;3350552000103;335055200_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Red;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;3;335057700_2
283;3350553000203;335055300_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;1;331050900_2
284;3350554000203;335055400_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;3;335057700_2
285;3350555000303;335055500_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Rose;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;3;335057700_2
286;3350556009003;335055600_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Other;22cm-24cm;No Gender;2016;20/05/2016;10.0;Autumn;29-38;1;331050900_2
287;3350557009003;335055700_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Other;22cm-24cm;No Gender;2016;20/05/2016;10.0;Autumn;29-38;9;335055900_2
288;3350558009003;335055800_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Other;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;5;331995285_2
289;3350559000703;335055900_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Watermelon Red;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;9;335055900_2
290;3350561001403;335056100_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Date Red;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;3;335057700_2
291;3350562000203;335056200_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;1;331050900_2
292;3350563000703;335056300_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Watermelon Red;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;29-38;3;335057700_2
293;3350564000203;335056400_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;3;335057700_2
294;3350565000703;335056500_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Watermelon Red;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;3;335057700_2
295;3350566000203;335056600_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;3;335057700_2
296;3350567000203;335056700_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;3;335057700_2
297;3350568000003;335056800_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;No Color;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;7;331052100_2
298;3350569002703;335056900_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Light Green;22cm-24cm;No Gender;2016;20/05/2016;10.0;Autumn;18-28;1;331050900_2
299;3350570000703;335057000_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Watermelon Red;22cm-24cm;No Gender;2016;20/05/2016;10.0;Autumn;18-28;1;331050900_2
300;3350571005603;335057100_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Black;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;3;335057700_2
301;3350572000203;335057200_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;3;335057700_2
302;3350573000203;335057300_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;7;331052100_2
303;3350574006003;335057400_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;White;22cm-24cm;No Gender;2016;20/05/2016;10.0;Autumn;18-28;3;335057700_2
304;3350575002703;335057500_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Light Green;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;3;335057700_2
305;3350576000203;335057600_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;3;335057700_2
306;3350577003603;335057700_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Blue;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;3;335057700_2
307;3350578000203;335057800_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;7;331052100_2
308;3350582003603;335058200_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Blue;22cm-24cm;No Gender;2016;19/08/2016;10.0;Autumn;18-28;3;335057700_2
309;3350583000203;335058300_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;25/08/2016;10.0;Autumn;29-38;3;335057700_2
310;3350584000203;335058400_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;25/08/2016;10.0;Autumn;29-38;7;331052100_2
311;3350585001203;335058500_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Light Pink;22cm-24cm;No Gender;2016;25/08/2016;10.0;Autumn;29-38;7;331052100_2
312;3350586000203;335058600_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;25/08/2016;10.0;Autumn;29-38;3;335057700_2
313;3350587001403;335058700_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Date Red;22cm-24cm;No Gender;2016;25/08/2016;10.0;Autumn;29-38;5;331995285_2
314;3350588001403;335058800_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Date Red;22cm-24cm;No Gender;2016;25/08/2016;10.0;Autumn;29-38;9;335055900_2
315;3350589001203;335058900_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Light Pink;22cm-24cm;No Gender;2016;25/08/2016;10.0;Autumn;29-38;1;331050900_2
316;3350608001203;335060800_2;Women - Socks - Tube Socks - 15 RMB;Female - Socks - Stockings;Female - socks;Female;15.0;Light Pink;22cm-24cm;No Gender;2016;16/09/2016;15.0;Autumn;29-38;9;335055900_2
317;32B9973203601;32B997320_2;Boys - Socks - Stockings - 9 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;9.0;Blue;18cm-20cm;No Gender;2017;15/08/2017;9.0;Autumn;7-9;9;335055900_2
318;32B9973213602;32B997321_2;Boys - Socks - Stockings - 9 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;9.0;Blue;20cm-22cm;No Gender;2017;15/08/2017;9.0;Autumn;10-15;5;331995285_2
319;32B9973222605;32B997322_2;Boy - Socks - Stockings - 7 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;7.0;Green;16cm-18cm;No Gender;2017;15/08/2017;7.0;Autumn;4-6;9;335055900_2
320;32B9973232601;32B997323_2;Boy - Socks - Stockings - 7 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;7.0;Green;18cm-20cm;No Gender;2017;15/08/2017;7.0;Autumn;7-9;1;331050900_2
321;32B9973242602;32B997324_2;Boy - Socks - Stockings - 7 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;7.0;Green;20cm-22cm;No Gender;2017;15/08/2017;7.0;Autumn;10-15;1;331050900_2
322;32B9973251400;32B997325_2;Boys - Socks - Stockings - 9 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;9.0;Date Red;No Size;No Gender;2017;01/10/2017;9.0;Autumn;4-6;1;331050900_2
323;32B9973261400;32B997326_2;Boys - Socks - Stockings - 9 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;9.0;Date Red;No Size;No Gender;2017;01/10/2017;9.0;Autumn;7-9;3;335057700_2
324;32B9973271400;32B997327_2;Boys - Socks - Stockings - 9 yuan;Boy - Socks - Stockings;Boys - Socks;Boy;9.0;Date Red;No Size;No Gender;2017;01/10/2017;9.0;Autumn;10-15;7;331052100_2
325;3300056009000;330005600_2;Men - Socks - Stockings - 19 yuan;Men - Socks - Stockings;Male - socks;male;19.0;Other;No Size;No Gender;2015;23/01/2015;19.0;Autumn;18-28;14;337002902_2
326;3300058000000;330005800_2;Men - Socks - Stockings - 19 yuan;Men - Socks - Stockings;Male - socks;male;19.0;No Color;No Size;No Gender;2015;23/01/2015;19.0;Autumn;18-28;13;332025400_2
327;3300061009000;330006100_2;Men - Socks - Stockings - 19 yuan;Men - Socks - Stockings;Male - socks;male;19.0;Other;No Size;No Gender;2015;06/03/2015;19.0;Autumn;18-28;13;332025400_2
328;3300145009000;330014500_2;Men - Socks - Stockings - 19 yuan;Men - Socks - Stockings;Male - socks;male;19.0;Other;No Size;No Gender;2015;24/04/2015;19.0;Autumn;29-38;3;335057700_2
329;3300171001400;330017100_2;Men - Socks - Stockings - $25;Men - Socks - Stockings;Male - socks;male;25.0;Date Red;No Size;No Gender;2015;28/08/2015;25.0;Autumn;29-38;12;331023300_2
330;3300172001400;330017200_2;Men - Socks - Stockings - $25;Men - Socks - Stockings;Male - socks;male;25.0;Date Red;No Size;No Gender;2015;28/08/2015;25.0;Autumn;29-38;13;332025400_2
331;3300175001400;330017500_2;Men - Socks - Stockings - $25;Men - Socks - Stockings;Male - socks;male;25.0;Date Red;No Size;No Gender;2015;21/08/2015;25.0;Autumn;29-38;12;331023300_2
332;3300176001400;330017600_2;Men - Socks - Stockings - 19 yuan;Men - Socks - Stockings;Male - socks;male;19.0;Date Red;No Size;No Gender;2015;28/08/2015;19.0;Autumn;29-38;11;331032200_2
333;3300178005600;330017800_2;Men - Socks - Stockings - 19 yuan;Men - Socks - Stockings;Male - socks;male;19.0;Black;No Size;No Gender;2015;28/08/2015;19.0;Autumn;29-38;12;331023300_2
334;3300179003100;330017900_2;Men - Socks - Stockings - 19 yuan;Men - Socks - Stockings;Male - socks;male;19.0;Cyan;No Size;No Gender;2015;28/08/2015;19.0;Autumn;29-38;13;332025400_2
335;3300181003100;330018100_2;Men - Socks - Stockings - 19 yuan;Men - Socks - Stockings;Male - socks;male;19.0;Cyan;No Size;No Gender;2015;28/08/2015;19.0;Autumn;29-38;13;332025400_2
336;3300182003100;330018200_2;Men - Socks - Stockings - $15;Men - Socks - Stockings;Male - socks;male;15.0;Cyan;No Size;No Gender;2015;28/08/2015;15.0;Autumn;18-28;11;331032200_2
337;3300183003100;330018300_2;Men - Socks - Stockings - $15;Men - Socks - Stockings;Male - socks;male;15.0;Cyan;No Size;No Gender;2015;28/08/2015;15.0;Autumn;18-28;6;335023300_2
338;3300184003100;330018400_2;Men - Socks - Stockings - $15;Men - Socks - Stockings;Male - socks;male;15.0;Cyan;No Size;No Gender;2015;28/08/2015;15.0;Autumn;18-28;11;331032200_2
339;3300185001000;330018500_2;Men - Socks - Stockings - $15;Men - Socks - Stockings;Male - socks;male;15.0;Orange;No Size;No Gender;2015;28/08/2015;15.0;Autumn;18-28;6;335023300_2
340;3300186000100;330018600_2;Men - Socks - Stockings - $15;Men - Socks - Stockings;Male - socks;male;15.0;Red;No Size;No Gender;2015;28/08/2015;15.0;Autumn;18-28;15;335030900_2
341;3300188000006;330018800_2;Men - Socks - Stockings - $10;Men - Socks - Stockings;Male - socks;male;10.0;No Color;26cm-28cm;No Gender;2015;28/08/2015;10.0;Autumn;18-28;6;335023300_2
342;3300189000006;330018900_2;Men - Socks - Stockings - $10;Men - Socks - Stockings;Male - socks;male;10.0;No Color;26cm-28cm;No Gender;2015;28/08/2015;10.0;Autumn;18-28;15;335030900_2
343;3300206000006;330020600_2;Men - Socks - Stockings - $10;Men - Socks - Stockings;Male - socks;male;10.0;No Color;26cm-28cm;No Gender;2015;28/08/2015;10.0;Autumn;29-38;11;331032200_2
344;3300207000006;330020700_2;Men - Socks - Stockings - $10;Men - Socks - Stockings;Male - socks;male;10.0;No Color;26cm-28cm;No Gender;2015;28/08/2015;10.0;Autumn;29-38;6;335023300_2
345;3300208003606;330020800_2;Men - Socks - Stockings - $15;Men - Socks - Stockings;Male - socks;male;15.0;Blue;26cm-28cm;No Gender;2015;28/08/2015;15.0;Autumn;18-28;15;335030900_2
346;3350618000203;335061800_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Hot Pink;22cm-24cm;No Gender;2016;10/09/2016;10.0;Autumn;29-38;7;331052100_2
347;3350625009003;335062500_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;Other;22cm-24cm;No Gender;2016;26/07/2016;10.0;Autumn;29-38;12;331023300_2
348;3352755000000;335275500_2;Women - Socks - Tube Socks - 15 RMB;Female - Socks - Stockings;Female - socks;Female;15.0;No Color;No Size;No Gender;2014;15/11/2014;15.0;Autumn;29-38;12;331023300_2
349;3353001000003;335300100_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;No Color;22cm-24cm;No Gender;2016;19/11/2016;10.0;Autumn;29-38;15;335030900_2
350;3353004000003;335300400_2;Women - Socks - Tube Socks - 10 RMB;Female - Socks - Stockings;Female - socks;Female;10.0;No Color;22cm-24cm;No Gender;2016;19/11/2016;10.0;Autumn;29-38;10;331800103_2
351;3353229000101;335322900_2;Women - socks - stockings -12 yuan;Female - Socks - Stockings;Female - socks;Female;12.0;Red;18cm-20cm;No Gender;2017;10/10/2017;12.0;Autumn;18-28;5;331995285_2
352;3353229010101;335322901_2;Women - socks - stockings -12 yuan;Female - Socks - Stockings;Female - socks;Female;12.0;Red;18cm-20cm;No Gender;2017;10/10/2017;12.0;Autumn;18-28;5;331995285_2
353;3355017009000;335501700_2;Women - Socks - Tube Socks - 19 yuan;Female - Socks - Stockings;Female - socks;Female;19.0;Other;No Size;No Gender;2016;09/09/2016;19.0;Autumn;18-28;12;331023300_2
354;3358468000101;335846800_2;Women - socks - stockings -12 yuan;Female - Socks - Stockings;Female - socks;Female;12.0;Red;18cm-20cm;No Gender;2017;10/10/2017;12.0;Autumn;18-28;5;331995285_2
355;3358470000101;335847000_2;Women - socks - stockings -12 yuan;Female - Socks - Stockings;Female - socks;Female;12.0;Red;18cm-20cm;No Gender;2017;10/10/2017;12.0;Autumn;18-28;1;331050900_2
356;3358713000101;335871300_2;Women - socks - stockings -12 yuan;Female - Socks - Stockings;Female - socks;Female;12.0;Red;18cm-20cm;No Gender;2017;10/10/2017;12.0;Autumn;18-28;3;335057700_2
357;3358714000101;335871400_2;Women - socks - stockings -12 yuan;Female - Socks - Stockings;Female - socks;Female;12.0;Red;18cm-20cm;No Gender;2017;10/10/2017;12.0;Autumn;18-28;7;331052100_2
358;3358715000101;335871500_2;Women - socks - stockings -12 yuan;Female - Socks - Stockings;Female - socks;Female;12.0;Red;18cm-20cm;No Gender;2017;10/10/2017;12.0;Autumn;18-28;7;331052100_2
359;3358716000101;335871600_2;Women - socks - stockings -12 yuan;Female - Socks - Stockings;Female - socks;Female;12.0;Red;18cm-20cm;No Gender;2017;10/10/2017;12.0;Autumn;18-28;5;331995285_2
360;3358994010101;335899401_2;Women - socks - stockings -12 yuan;Female - Socks - Stockings;Female - socks;Female;12.0;Red;18cm-20cm;No Gender;2017;10/10/2017;12.0;Autumn;18-28;5;331995285_2
361;3301229060103;330122906_2;Men - Socks - Stockings - 12 yuan;Men - Socks - Stockings;Male - socks;male;12.0;Red;22cm-24cm;No Gender;2015;18/09/2015;12.0;Autumn;29-38;11;331032200_2
362;3307536000106;330753600_2;Men - Socks - Stockings - $10;Men - Socks - Stockings;Male - socks;male;10.0;Red;26cm-28cm;No Gender;2015;18/09/2015;10.0;Autumn;29-38;11;331032200_2
363;3307537000106;330753700_2;Men - Socks - Stockings - $10;Men - Socks - Stockings;Male - socks;male;10.0;Red;26cm-28cm;No Gender;2015;23/09/2015;10.0;Autumn;29-38;12;331023300_2
364;3307540000105;330754000_2;Men - Socks - Stockings - 12 yuan;Men - Socks - Stockings;Male - socks;male;12.0;Red;24cm-26cm;No Gender;2015;18/10/2015;12.0;Autumn;29-38;11;331032200_2
365;3307543000105;330754300_2;Men - Socks - Stockings - $10;Men - Socks - Stockings;Male - socks;male;10.0;Red;24cm-26cm;No Gender;2016;18/12/2015;10.0;Autumn;29-38;11;331032200_2
366;3307738000103;330773800_2;Men - Socks - Stockings - 12 yuan;Men - Socks - Stockings;Male - socks;male;12.0;Red;22cm-24cm;No Gender;2016;18/09/2016;12.0;Autumn;29-38;7;331052100_2
367;3307994010103;330799401_2;Men - Socks - Stockings - 12 yuan;Men - Socks - Stockings;Male - socks;male;12.0;Red;22cm-24cm;No Gender;2015;18/09/2015;12.0;Autumn;29-38;11;331032200_2
368;3359708424403;335970842_2;Female - socks - stockings - 9 yuan;Female - Socks - Stockings;Female - socks;Female;9.0;Navy;22cm-24cm;No Gender;2017;15/08/2017;9.0;Autumn;18-28;3;335057700_2
369;3359708434403;335970843_2;Female - socks - stockings - 9 yuan;Female - Socks - Stockings;Female - socks;Female;9.0;Navy;22cm-24cm;No Gender;2017;15/08/2017;9.0;Autumn;18-28;1;331050900_2
